2024-08-13 19:34:43,916 INFO    StreamThr :5117 [internal.py:wandb_internal():85] W&B internal server running at pid: 5117, started at: 2024-08-13 19:34:43.915231
2024-08-13 19:34:45,611 DEBUG   HandlerThread:5117 [system_monitor.py:probe():223] {'os': 'Linux-4.15.0-213-generic-x86_64-with-glibc2.27', 'python': '3.11.3', 'heartbeatAt': '2024-08-13T14:04:45.594653', 'startedAt': '2024-08-13T14:04:43.901425', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home2/adyansh/LLM4ADR/Approach/Code/training.py', 'codePathLocal': 'training.py', 'codePath': 'Approach/Code/training.py', 'git': {'remote': 'https://github.com/sa4s-serc/LLM4ADR', 'commit': '04b8db1d548f859603569ecf3262cb3cd3193371'}, 'email': 'adyansh.kakran@research.iiit.ac.in', 'root': '/home2/adyansh/LLM4ADR', 'host': 'gnode030', 'username': 'adyansh', 'executable': '/home2/adyansh/LLM4ADR/research/bin/python3', 'cpu_count': 20, 'cpu_count_logical': 40, 'cpu_freq': {'current': 1236.1852999999999, 'min': 1200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2127.871, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.413, 'min': 1200.0, 'max': 3400.0}, {'current': 1203.092, 'min': 1200.0, 'max': 3400.0}, {'current': 1203.66, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.546, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.753, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.737, 'min': 1200.0, 'max': 3400.0}, {'current': 1203.207, 'min': 1200.0, 'max': 3400.0}, {'current': 1205.241, 'min': 1200.0, 'max': 3400.0}, {'current': 1261.274, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.181, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.146, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.894, 'min': 1200.0, 'max': 3400.0}, {'current': 1204.733, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.965, 'min': 1200.0, 'max': 3400.0}, {'current': 1203.571, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.377, 'min': 1200.0, 'max': 3400.0}, {'current': 1540.945, 'min': 1200.0, 'max': 3400.0}, {'current': 1266.127, 'min': 1200.0, 'max': 3400.0}, {'current': 1204.07, 'min': 1200.0, 'max': 3400.0}, {'current': 2382.789, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.732, 'min': 1200.0, 'max': 3400.0}, {'current': 1201.937, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.738, 'min': 1200.0, 'max': 3400.0}, {'current': 1201.205, 'min': 1200.0, 'max': 3400.0}, {'current': 1201.475, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.668, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.539, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.301, 'min': 1200.0, 'max': 3400.0}, {'current': 1227.614, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.515, 'min': 1200.0, 'max': 3400.0}, {'current': 1199.999, 'min': 1200.0, 'max': 3400.0}, {'current': 1201.331, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.403, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.95, 'min': 1200.0, 'max': 3400.0}, {'current': 1201.29, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.258, 'min': 1200.0, 'max': 3400.0}, {'current': 1426.129, 'min': 1200.0, 'max': 3400.0}, {'current': 1202.327, 'min': 1200.0, 'max': 3400.0}, {'current': 1200.421, 'min': 1200.0, 'max': 3400.0}], 'disk': {'/': {'total': 136.48257064819336, 'used': 89.44633102416992}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 3, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}, {'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 125.78692245483398}}
2024-08-13 19:34:45,611 INFO    HandlerThread:5117 [system_monitor.py:probe():224] Finished collecting system info
2024-08-13 19:34:45,611 INFO    HandlerThread:5117 [system_monitor.py:probe():227] Publishing system info
2024-08-13 19:34:45,611 DEBUG   HandlerThread:5117 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-08-13 19:34:45,682 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_created():271] file/dir created: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/conda-environment.yaml
2024-08-13 19:34:54,687 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/conda-environment.yaml
2024-08-13 19:34:54,798 DEBUG   HandlerThread:5117 [system_info.py:_save_conda():224] Saving conda packages done
2024-08-13 19:34:54,800 INFO    HandlerThread:5117 [system_monitor.py:probe():229] Finished publishing system info
2024-08-13 19:34:54,817 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:34:54,817 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: keepalive
2024-08-13 19:34:54,817 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:34:54,818 DEBUG   SenderThread:5117 [sender.py:send():379] send: files
2024-08-13 19:34:54,818 INFO    SenderThread:5117 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-13 19:34:55,246 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: python_packages
2024-08-13 19:34:55,247 DEBUG   SenderThread:5117 [sender.py:send_request():406] send_request: python_packages
2024-08-13 19:34:55,248 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: stop_status
2024-08-13 19:34:55,249 DEBUG   SenderThread:5117 [sender.py:send_request():406] send_request: stop_status
2024-08-13 19:34:55,253 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:34:55,688 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_created():271] file/dir created: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/wandb-metadata.json
2024-08-13 19:34:55,688 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_created():271] file/dir created: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/requirements.txt
2024-08-13 19:34:55,691 DEBUG   SenderThread:5117 [sender.py:send():379] send: telemetry
2024-08-13 19:34:56,250 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:34:56,363 INFO    wandb-upload_0:5117 [upload_job.py:push():130] Uploaded file /tmp/tmpupcpl5icwandb/ikrx90yy-wandb-metadata.json
2024-08-13 19:34:56,690 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_created():271] file/dir created: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/output.log
2024-08-13 19:34:57,249 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:34:58,249 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:34:58,692 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/output.log
2024-08-13 19:34:59,250 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:34:59,694 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:00,250 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:01,250 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:02,251 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:03,251 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:04,250 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:05,249 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:05,252 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:06,251 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:07,251 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:08,252 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:09,252 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:10,248 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: stop_status
2024-08-13 19:35:10,248 DEBUG   SenderThread:5117 [sender.py:send_request():406] send_request: stop_status
2024-08-13 19:35:10,289 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:10,546 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:11,252 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:12,252 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:13,254 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:14,253 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:15,253 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:16,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:16,257 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:16,708 INFO    Thread-12 :5117 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home2/adyansh/LLM4ADR/Approach/Code/wandb/run-20240813_193443-8y2udl5r/files/config.yaml
2024-08-13 19:35:17,254 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:18,254 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:19,254 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:20,254 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:21,255 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:22,251 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:22,254 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:23,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:24,255 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:25,248 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: stop_status
2024-08-13 19:35:25,249 DEBUG   SenderThread:5117 [sender.py:send_request():406] send_request: stop_status
2024-08-13 19:35:25,289 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:26,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:27,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:27,558 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:28,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:29,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:30,256 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:31,257 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:32,257 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-13 19:35:33,251 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: status_report
2024-08-13 19:35:33,257 DEBUG   HandlerThread:5117 [handler.py:handle_request():158] handle_request: internal_messages
