File Name,Context,Decision,tokens,id,Context_tokens,Decision_tokens
ELEN4010/ADR Entering destinations for a trip.md,"## Context\nDestinations need to be entered into a trip somehow. The two most obvious choices seem to be by typing (some kind of auto-completion feature) or by clicking directly on a map, to set markers. These paradigms are the dominant ones in most existing APIs and site/map websites.\n",We will aim to support both autocomplete AND clicking on the map. This would be the most convenient for users of the site.\n,63,60,63,26
ELEN4010/ADR Login API Choice.md,"## Context\nIt would be convenient to use the Google Login API as an alternative method for users to login. This would provide a template for our own login details stored in the DB, as well as a quick way to get the Sprint 1 User story related to login completed ASAP.\n",Using a well known and widely known/supported login mechanism such as Google's OAuth2 will allow more rapid development of an appropriate security setup for the site. We will apply for an API key and start implementing the login/registration page through the Google Login API\n,58,61,58,52
ELEN4010/ADR GitHub Project Board as KanBan.md,"## Context\nA SCRUM-based agile devlopment workflow would benefit from a central KANBAN board to keep track of userstories that have been written, are in progress, and are complete. This will help identify the sprint backlog, and the current focus of the sprint. Labels could be used to indicate size/priority/difficuly or value to the project, to help calculate the sprint velocity and determine what can get done inside a single sprint.\n","Using the GitHib Project page with a single project for the repo, and using Issues labelled as User Stories, with columns for ""To Do"", ""In progress"", and ""Completed"".  We can leverage some of the automatic rules in Git to help automate some of the completetion of tasks ties to Milestones for each sprint:\nhttps://github.com/witseie-elen4010/2019-005-project/projects/1\n",94,62,94,91
dapr/API-006-universal-namespace.md,"## Context\nFor cloud-edge hybrid scenarios and multie-region deployment scenarios, we need the ability to facilitate communications cross clusters. Specifically, it's desirable to have services scoped by cluster names so that a service in one cluster can address and invoke services on another trusted cluster through fully qualified names in a universal namespace, such as cluster1.serviceb.\n",We should consider adding universal namespace capabilities to Dapr.\n,70,71,70,12
dapr/ENG-004-signing.md,## Context\nAuthenticode signing of binaries.\n,* Binaries will not be signed with Microsoft keys. In future we can revisit to sign the binaries with dapr.io keys.\n,11,72,11,27
dapr/SDK-002-java-jdk-versions.md,## Context\nDapr offers a Java SDK. Java 11 is the latest LTS version. Java 8 is the previous LTS version but still the mainly used version by the Java community in 2019. What should be the minimum Java version supported by Dapr's Java SDK?\nSee https://github.com/dapr/java-sdk/issues/17\n,* Java 8 should be the minimum version supported for Dapr's Java SDK.\n* Java 11 should be used in samples and user documentation to encourage adoption.\n* Java 8's commercial support ends in 2022. Dapr's Java SDK shoud migrate to Java 11 prior to that. The timeline still not decided.\n,71,73,71,71
dapr/ENG-001-tagging.md,"## Context\nAs we embraced using Docker repositories to store our images, and keeping in mind we support multiple repositories along with versioning of images and different architectures,\nWe needed a way to construct an accepted and constant way of naming our Docker images.\n","* An image will conform to the following format: \<namespace>/\<repository>:\<tag>\n* A valid tag conforms to the following format: \<version>-\<architecture>, or just \<version>, then arch is assumed Linux\n",51,74,51,47
dapr/API-012-content-type.md,"## Context\nNot adding content-type to state store, pubsub and bindings.\n","* We will not add content-type since it is a persisted metadata and it can cause problems such as:\n* Long term support since metadata persisted previously would need to be supported indefinitely.\n* Added requirement for components to implement, leading to potentially hacky implementations to persist metadata side-by-side with data.\nOriginal issue and discussion: https://github.com/dapr/dapr/issues/2026\n",17,77,17,80
dapr/CLI-001-cli-and-runtime-versioning.md,"## Context\nAs we formally establish Dapr component version, we need to decide if we want to couple CLI versions with runtime versions.\n",* We'll keep CLI versioning and runtime versioning separate.\n* CLI will pull down latest runtime binary during the *init()* command.\n* Version scheme is: *major.minor.revision.build* for both CLI and runtime.\n,28,78,28,50
dapr/API-010-appcallback-versioning.md,## Context\nThere was a proposal to introducing versioning for HTTP App Callbacks. The goal of this review was to understand if a versioning was required and how it could handle situations post v1.0 of DAPR\n,"- Introducing versioning to app callback APIs would require changes to the user applications which is not feasible\n- There would be no way for DAPR runtime to find out the app callback version before hand\nWe decided not to introduce such a versioning scheme on the app callback APIs. Post v1.0, if required, the versioning could be implemented inside the payload but not on the API itself. A missing version in the payload could imply v1.0.\n",47,79,47,97
dapr/API-004-binding-manifests.md,"## Context\nAs we rename Event Sources to Bindings, and formally separate State Stores, Message Buses, and Bindings, we need to decide if we need to introduce different manifest types.\n","### Dapr\n* All components use the same **Component** manifests, identified by a component **type**.\n* We'll come up with a mechanism to support pluggable secret stores. We'll support Kubernetes native secret store and Azure Key Vault in the initial release.\n",40,84,40,57
dapr/API-007-tracing-endpoint.md,"## Context\nWe now support distributed tracing across Dapr sidecars, and we inject correlation id to HTTP headers and gRPC metadata before we hand the requests to user code. However, it's up to the user code to configure and implement proper tracing themselves.\n",We should consider adding a tracing endpoint that user code can call in to log traces and telemetries.\n,53,91,53,23
nucleus/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,94,16,39
nozama/adr-001-simulator-webserver.md,"## Context\nSince we decided to design the simulator as a separated component we didn't thought how it would communicate with the WebApp. So, the simulator is a simple java program that can't do anything to communicate with Nozama since it is a web application and has a different ecosystem (spring framework).\n",As of now we decided to create a simple webserver to expose simulator to our main WebApp. As it main functionality is to just pass some data when required and send notifications to Nozama's backend when some task is done.\n,63,97,63,48
kitsune/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,104,16,39
Nosedive/0006-use-of-migratus-library.md,## Context\nDirect form the [jdbc documentation](http://clojure-doc.org/articles/ecosystem/java_jdbc/home.html)\nAnother common need with SQL is for database migration libraries. Some of the more popular options are:\n* Drift\n* Migratus\n* Ragtime\n,"After a quick read of the documentation, and see that all solutions are similar, I select Migratus, by the comodity of have a lein plugin\n",60,105,60,34
Nosedive/0004-start-with-console-app.md,## Context\nTe console appication it is the more siple app that come to my mind.\n,Creates a console app and send the data via parameters\n,21,106,21,11
Nosedive/0009-use-mount-and-clojure-tools-namespace.md,"## Context\nIn clojure a normal work flow is use the repl. The problem is that when you reload the appliction the states die.\n[mount](https://github.com/tolitius/mount) is here to preserve all the Clojure superpowers (powerful, simple and fun) while making the application state enjoyably reloadable.\nDepending on how application state is managed during development, the above three superpowers can either stay, go somewhat, or go completely.\n","Use mount libray and clojure tools space.\nThe decision of mount over component is made afer review bouth solutions. My feeling is\n* Mount is more clojure dialect oriented\n* Mount use namespace and component\nRecords, this made that the compliler control the dependencies\n* Mount is [less contagious](https://engineering.riotgames.com/news/taxonomy-tech-debt)\n",100,107,100,80
Nosedive/0003-evolutionary-architecture.md,"## Context\nThere is a lot of things to learn, not only the ecosystem of clojure, we what create a high scalable application deploy in cloud, with autoscale, resilience, geographic distribution, multyples clouds providers, etc.\n","We start with the most simple solution, a console application, after that we try to evolve to an API, Web Page, Microservices, etc.\n",49,108,49,31
Nosedive/0005-sqlite-database.md,"## Context\nOne of the final stack canditate for persistence is [cockroachdb](https://www.cockroachlabs.com/), but the windows version\n","We remove all complexity at the beginnign using sqlite. As cockorachdb is SQL compatible, we not expect difficults to migrate\n",33,109,33,29
Nosedive/0002-use-of-clojure.md,"## Context\nAs developer, I have a good understanding of clujure language, but not the ecosystem. How persist in db, create api's, secure them, etc.\n","This will be a pet project, the goal is learning clojure ecosystem, not the aplication itself.\n",37,110,37,22
Nosedive/0007-uso-of-tools-cli.md,## Context\nWe need working with command line arguments.\n,Use of [tools.cli](https://github.com/clojure/tools.cli)\n,12,111,12,17
Nosedive/0008-migrating-by-code.md,"## Context\nWe are testing how deploy in diferente databases per envirtoment, and don't find the way of do it using the pluggin\n",Develop the migration part in the code\n,31,112,31,8
Nosedive/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,113,16,39
dotfiles/0004-use-vim-plug-in-favour-of-vundle.md,## Context\nVundle hasn't been updated for a while (Aug 2019 at time of writing) and I'd\nread a bit about how vim-plug was pretty good. And it felt like it was time for\na change.\n,[vim-plug](https://github.com/junegunn/vim-plug) will be used to manage Vim\nplugins in favour of [Vundle](https://github.com/VundleVim/Vundle.vim).\n,51,114,51,47
dotfiles/0003-switch-to-use-zsh-in-place-of-bash.md,"## Context\n[Starting with macOS Catalina, zsh will be the default shell](https://support.apple.com/en-us/HT208050).\n",zsh should be used in place of bash.\n,31,115,31,11
dotfiles/0005-use-coc-in-place-of-ycm.md,"## Context\nYCM has been a mostly positive experience over the years of using it, however,\nthere have been many occasions where time has been spent fixing issues. The\ntime has come to look at using an alternative.\n",The decision is to use [CoC](https://github.com/neoclide/coc.nvim).\n,48,116,48,22
dotfiles/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: [http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions)\n",16,117,16,63
dpul/0003-synchronization-via-rabbitmq.md,"## Context\nWe want Pomegranate to be a separate application from Figgy, but need some way\nfor Figgy to tell Pomegranate about new resources so that when something is\nmarked Complete in Figgy or taken down that it's reflected in Pomegranate.\n",Figgy will send create/update/delete messages to a fanout RabbitMQ Exchange.\nPomegranate will register a durable queue which listens to that exchange and\nprocess messages using [Sneakers](https://github.com/jondot/sneakers).\nThe message will contain the following information:\n* Collection slugs the object is a member of\n* Manifest URL of the object\n* change event (create / update / delete)\n,60,119,60,89
dpul/0001-document-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described at https://adr.github.io/\n",16,120,16,17
dpul/0007-indexing-visibility.md,## Context\nFiggy resources may have any of the following visibilities:\n- Open (public)\n- Princeton (netid)\n- On Campus (ip)\n- Reading Room\n- Private\nFor each of these we need a policy regarding whether it will be indexed in DPUL.\nWe used to index only public / complete items. But to support the music reserves\ncollection we need pages that would have a viewer for logged-in institutional\nusers only.\n,Resources with the following visibilities should index into DPUL:\n- Open (public)\n- Princeton (netid)\n- On Campus (ip)\nThis is implemented with a token authentication mechanism in `iiif_resource#def\nurl`\n,98,122,98,52
dpul/0005-resource-per-collection.md,"## Context\nWe needed to be able to display a resource in more than one collection, because\nin Figgy a resource can be a member of multiple collections.\nAt the time of this decision, one IIIFResource could only be a member of one Exhibit.\n",We create one IIIFResource per Collection of which it is a member.\nWe map each IIIFResource to one SolrDocument.\n,55,124,55,29
dddsample-pelargir/0002-isolate-components-into-submodules.md,"## Context\nI want to be able to mix and match different implementations\nof the ddd sample application, without needing to pull in\na large collection of unnecessary dependencies.\nI want all of the code to be together in one place; which\nis to say, I want to treat the entire project as a mono-repo.\nI can't be bothered to maven install/maven deploy each\nlittle piece to propagate the necessary changes between\nisolated libraries.\n",Use a maven reactor project to track the dependencies between\ndifferent libraries within the project\n,97,127,97,19
dddsample-pelargir/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,129,16,39
accessibility-monitoring/ADR001-record-architectural-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,131,16,39
documents/0002-move-to-clang-format-5.md,## Context\nCurrent version of clang-format is aging an becoming unavailable.\n,We will move to clang-format 5 and not the bleeding edge version. Visual Studio 2017 will ship with clang-format 5 so it makes sense to standardize\non this version across the project.\n,15,135,15,43
documents/0003-move-to-visual-studio-2017.md,## Context\nVisual Studio 2017 has been released for roughly a year and includes improvements to C++ standards conformance. It is C++14\nfeature complete and has many C++17 features.\n,As part of the maintenance cycle after release 3.13 we will move the Windows compilers forward to\nVisual Studio 2017 in a step towards requiring C++14 as a minimum standard.\n,42,136,42,40
documents/0004-move-to-devtoolset-7-on-rhel7.md,## Context\nRed Hat 7's default compiler is gcc 4.8. This is not C++14 compliant and prevents access to more modern C++ features.\n,As part of the maintenance cycle after release 3.13 we will move Red Hat 7 compilers over to use\ngcc 7 as part of the [devtoolset-7](https://www.softwarecollections.org/en/scls/rhscl/devtoolset-7/) tools provided by Red Hat.\n,35,137,35,65
documents/0001-record-architecture-decisions.md,## Context\nWe need to record the future architectural decisions made.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",14,138,14,39
openmrs-java-client/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,140,16,39
lcarsde/identification-of-special-tool-windows.md,## Context and Problem Statement\nSome tool windows like the status bar and the side bar menu need special placement in the UI and therefore special treatment by the window manager. The window manager must be able to identify them to treat them accordingly.\n,"Chosen option: ""Client Properties / Atoms"", because it is the most reliable and side-effect free way to identify the tool windows.\n",48,145,48,29
PactSwift/ADR-001-Language_choice.md,"# Context\niOS applications can be written in Objective-C or Swift. Objective-C offers greater interaction with C++ code but is considered a legacy language choice in the iOS developer community. The `pact-consumer-swift` framework was built to support Objective-C as well, but it's proven to become a bigger challenge supporting both with newer Xcode and Swift versions.\n# Decision\nThe framework is written in Swift.\n# Consequences\n",The framework is written in Swift.\n# Consequences\n,90,148,90,12
eslint-config-nhsuk/0001-replace-istanbul-with-nyc-for-code-coverage.md,## Context\nIstanbul version <1.x.x has been deprecated and is no longer receiving updates.\nnyc is one of the suggested replacements. Additional information is available\non [npm](https://www.npmjs.com/package/istanbul). This leaves the package open\nto security flaws that will not be patched. Features available in the latest\nversions of node will not be supported.\n,The decision is to migrate from istanbul to nyc.\n,81,151,81,14
AYCHAIN.github.io/adr-006-handling-plural-i18n.md,"## Context\nSometimes labels need to handle pluralization. While it could be just as easy as adding a `s` at the end of the word in English (it is not), French or Spanish, other languages have a variation of their plural form that require a better handling.\n",We chose to follow the second approach which adds less overhead to the bundle.\nIt comes at the cost of having the contributor to add the plural version of the string they want translated. But this explicit approach also reduces the risk of error and inconsistency.\n,57,156,57,51
MoviesAndroid/0002 Kotlin.md,"## Context and Problem Statement\nWhen starting a new app you can now choose to build it in either Java or Kotlin. You can of course\ndon't choose and use both, but i want to make it consistent.\n## Decision Drivers\n* New empty project\n* Kotlin now fully supported for Android by Google\n","* New empty project\n* Kotlin now fully supported for Android by Google\nChosen option: Kotlin, because it's way more modern than Java and fully supported in Android by\nGoogle now, which eliminates the risk of being dropped any time soon.\nPositive Consequences:\n* Less code, more fun!\n* Having to learn a new language\n* Great interoperability with Java if needed\nNegative consequences:\n* Having to learn a new language\n",64,159,64,93
MoviesAndroid/0001 ADR.md,## Context and Problem Statement\nI need a way to document design decisions.\n,"Chosen option: Smaller markdown files in Git of format MADR, no cmd tool, IDEA is sufficient.\nPositive Consequences:\n* Choices and reasoning are persisted and versioned\nNegative consequences:\n* Having to document\n",16,160,16,48
MoviesAndroid/0003 The Movie Db.md,"## Context and Problem Statement\nThis app shows how i would build an Android app. Therefore the app architecture is the goal itself,\nthe features this app has, are just a way to show an app architecture.\n## Decision Drivers\n* Availability\n* Realism\n* Content creation\n","* Availability\n* Realism\n* Content creation\nChosen option: ""The Movie Db"", because it is more realistic when the app consumes a real service.\nPositive Consequences:\n* It is realistic\nNegative consequences:\n* When it's down the app cannot consume it\n",59,161,59,59
disco-poc-vue/0002-use-heroku-static-buildpack.md,"## Context\nWe need to decide how to deploy our Vue app in Heroku. We can achieve this either\nby using a Node.js web server, or by deploying the app as a static site with\nthe [Heroku static buildpack](https://github.com/heroku/heroku-buildpack-static).\n","We will use the static buildpack to deploy, as our app will essentially be a\nstatic frontend backed by TIMDEX. This is consistent with [Vue's deployment\nguidelines](https://cli.vuejs.org/guide/deployment.html#general-guidelines)\non deployments.\n",63,162,63,58
disco-poc-vue/0004-use-yarn.md,"## Context\nNPM is causing confusion as to why lock files are changing in local\nenvironments when no changes have been made. We have found explanations and\nworkarounds, but it feels like the type of unexpected default behavior that will\nlead to frustration as new developers join the project.\nYarn is an alternative package manager that seems to have a more expected set\nof default behaviors while maintaining compatibility in case we need to revert.\n",We will use Yarn instead of NPM for this project.\n,90,163,90,14
disco-poc-vue/0003-use-vuejs-3.md,"## Context\nWe reviewed various options for building our front end and decided Vue.js was\nthe best fit. However, Vue is preparing for a major version upgrade. We could\nchoose to use the current stable version (2) and migrate to the new version (3)\nwhen it is released or start with the release candidates for the new version.\n",We will use Vue.js 3 releases candidates.\n,72,164,72,11
disco-poc-vue/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](https://cognitect.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,165,16,39
paas-team-manual/ADR006-rds-broker.html.md,## Context\nWe need to provide tenants with the ability to provision databases for use in\ntheir applications. Our first iteration of this will be using RDS.\nWe investigated some implementations of a service broker which supported RDS\n- [cf platform eng](https://github.com/cf-platform-eng/rds-broker)\n- [18F](https://github.com/18F/rds-service-broker)\n,"We will use the [cf platform eng](https://github.com/cf-platform-eng/rds-broker)\nrds broker. As this is not a supported product, we will fork this and maintain\nthis and implement new features ourselves.\n",85,186,85,49
paas-team-manual/ADR020-deletion_of_ci_environment.html.md,"## Context\nWe have three environments in our deployment pipeline. Two non-production ones - CI and Staging and one Production. We think that it takes to much time for a change to reach production state in the current setup. We don't think having two environments before production is providing us much value, compared to the cost of running, maintaining, and waiting for deployments to be promoted.\n","We will delete CI environment and migrate it's customizations, like tests , apps etc. to staging. We have decided to delete CI instead of staging as we want to separate build CI in it's own AWS account. Also, staging environment has valid certificates.\n",78,187,78,53
paas-team-manual/ADR023-idle-cpu-alerting-change.html.md,"## Context\nWith the implementation of ADR021 we have reduced the number of cells in\nproduction in order to make more efficent use of our budget. This in turn means\nthat we have increased the load on the individual cells. Originally the idle CPU\nmonitor was set in line with the free memory on cells monitor (for alerting on\na need to scale the cell pool), however CPU usage does not appear to grow\nlinearly with allocated memory for tenant applications.\n","In order to avoid false positives from triggering due to CPU load spiking rather\nthan being a constant level we will increase the monitoring window to 24 hours.\nBased upon examining our CPU idle load in ADR021, we will reduce the CPU idle\nthresholds to warn at 37% and become critical at 33%.\n",98,215,98,69
paas-team-manual/ADR001-manifest-management.html.md,"## Context\nThe alpha initially took the approach of starting with a vanilla set of cloud\nfoundry manifests, and merging new values into it using spiff. This became\ndifficult to reason about, and cf-release was forked because it was easier than\noverriding necessary values using spiff. However, the confusing spiff hierarchy\nremained.\n",We will create our own set of manifests based on those in cf-release.\nWe will modify these as required.\nWe will use spruce to merge a series of files into the yml required by cloud\nfoundry\nWe will name the files with a numeric prefix and rely on shell globbing to\ndetermine the merge order rather than listing the merge order in the\nbuild-manifest script.\n,74,217,74,83
Maud/0008-package-structure.md,## Context\nWe try to structure our package in logical sub-units but we want to maintain a\nconsistent public interface.\n,We allow for arbitrarily nested sub-packages but export important classes and\nfunctions to the top level thus exposing a public interface. Our unit tests\nshould reflect this package structure.\n,26,234,26,35
Maud/0007-unit-tests.md,## Context\nWe need to make a decision on the testing framework for our project.\n,We will make use of pytest. It is a de facto standard in the Python community\nand has unrivaled power.\n,18,235,18,26
Maud/0006-code-testing.md,## Context\nSetting up different testing environments and configurations can be a painful\nand error prone process.\n,"We use tox to define, configure, and run different test scenarios.\n",21,237,21,15
Maud/0003-python-3-6-only.md,## Context\nPython 2 support will be discontinued in 2020. Python 3.6 is the first version\nto natively support f-strings which are sweet.\n,We make an early decision to only support Python 3.6 and above.\n,38,238,38,17
Maud/0004-python-package-versioning.md,## Context\nWe need a simple way to manage our package version.\n,We use versioneer to do this for us.\n,15,241,15,11
Maud/0009-gpl.md,"## Context\nWe need to choose an appropriate license before making Maud public. The main\ncontenders are the Apache license, which would allow others to use Maud in\nproprietary software, and the GPL v3 license, which would not.\n","We will use the GPL license but may change to a more permissive license in a\nfuture release, depending on the circumstances at the time.\n",52,244,52,30
Maud/0002-version-control-our-code.md,## Context\nWe need to version control our code in order to avoid disasters and maintain\nsanity. We also want to collaborate online with a wider community.\n,We use git for version control and GitHub for collaboration.\n,33,245,33,12
Maud/0005-code-quality-assurance.md,## Context\nWriting code that adheres to style guides and other best practices can be\nannoying. We want to standardize on some best-in-class tools.\n,"We will use isort, black, and flake8.\n",35,248,35,14
Maud/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,249,16,39
scientific-thesis-template/0005-use-pdflatex-as-default.md,## Context and Problem Statement\nWhich latex compiler to use?\n* pdflatex\n* xelatex\n* lualatex\n,"Chosen option: ""pdflatex"", because compiles faster and correct ligatures are required at the final typesetting step only.\n### Positive Consequences\n* Faster compile time\n### Negative Consequences\n* Using lualatex just before publication might lead to a different layout and additional effort\n* lualatex's power might not be used at all\n",30,250,30,76
offender-management-architecture-decisions/0008-use-rails.md,## Context\nWe have already decided to use Ruby for our new applications (see [ADR 0007](0007-use-ruby-for-new-applications-for-manage-offenders-in-custody.md)).\nThe team are already very familiar with Rails and it is widely used within MOJ.\n,We will use Rails as our web framework for our new applications.\n,61,266,61,14
docspell/0001_components.md,"# Context and Problem Statement\nHow should the application be structured into its main components? The\ngoal is to be able to have multiple rest servers/webapps and multiple\ndocument processor components working togehter.\n# Decision Outcome\nThe following are the ""main"" modules. There may be more helper modules\nand libraries that support implementing a feature.\n","The following are the ""main"" modules. There may be more helper modules\nand libraries that support implementing a feature.\n",75,276,75,25
docspell/0011_extract_text.md,"# Context and Problem Statement\nWith support for more file types there must be a way to extract text\nfrom all of them. It is better to extract text from the source files,\nin contrast to extracting the text from the converted pdf file.\nThere are multiple options and multiple file types. Again, most\npriority is to use a java/scala library to reduce external\ndependencies.\n# Considered Options\n","- MS Office files: POI library\n- Open Document files: Tika, but integrating the few source files that\nmake up the open document parser. Due to its huge dependency tree,\nthe library is not added.\n- PDF: Apache PDFBox. I know this library better than itext.\n",86,282,86,64
docspell/0016_custom_fields.md,"# Context and Problem Statement\nUsers want to add custom metadata to items. For example, for invoices\nfields like `invoice-number` or `total`/`amount` make sense. When\nusing a pagination stamp, every item gets a pagination number.\nThis is currently not possible to realize in docspell. But it is an\nessential part when organizing and archiving documents. It should be\nsupported.\n# Considered Options\n","- values are strings at the database\n- values are strings when transported from/to server\n- client must provide the correct formatted strings per type\n- numeric: some decimal number\n- money: decimal number\n- text: no restrictions\n- date: a local date as iso string, e.g. `2011-10-09`\n- bool: either `""true""` or `""false""`, case insensitive\n",90,285,90,85
core/0003-decommision-qeb-hwt.md,## Context and Problem Statement\n[Qeb-Hwt](https://github.com/marketplace/qeb-hwt) is a GitHub Application which adds `thamos advise` based output to\nPull Requests as a check. This functionality could be integrated into https://github.com/marketplace/khebhut and\ncomplexity and maintain costs.\n## Decision Drivers <!-- optional -->\n* cost of maintaining Qeb-Hwt code and app\n* redundancy of infrastructure\n,"* cost of maintaining Qeb-Hwt code and app\n* redundancy of infrastructure\nChosen option: ""merge function into Khebhut"", because we can reduce the cost of maintaining our software infrastructure\nby reducing redundancy.\n",96,289,96,47
core/0002-allow-dynamic-loading-of-yetibot-plugins-via-config.md,"## Context\nYetibot currently resides across two primary repos:\n- github.com/yetibot/yetibot\n- github.com/yetibot/yetibot-core\nThese code bases continue to grow in size, and consist of a diverse range of\nfeatures, many of which many users won't care to use.\n","Switching to a plugin system allows us to split up the code base into much more\nfine grained, logical units. For example, we may split the `github` command into\nits own plugin.\nThe first plugin is [yetibot-kroki](https://github.com/yetibot/yetibot-kroki).\nWe will continue to extract plugins from both of the above code bases.\n",70,290,70,86
core/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,292,16,39
